"Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP"
"315,Andrew Nicholson\nichoan01,PF,27,WAS,28,231,6.4,.425,.208,.156,5.4,11.1,8.3,4.2,2.4,2.2,11.8,17.7,,-0.3,0.3,0.0,-0.006,,-5.5,-0.1,-5.6,-0.2"
"316,Joakim Noah\noahjo01,C,31,NYK,46,1015,15.1,.495,.005,.390,16.7,25.4,21.1,13.9,1.5,2.9,19.8,12.4,,1.1,1.1,2.2,.105,,-0.6,2.8,2.2,1.1"
"317,Nerlens Noel\noelne01,C,22,TOT,30,594,20.2,.626,.005,.366,9.3,19.4,14.3,8.7,3.5,3.7,13.1,18.0,,1.1,1.1,2.2,.178,,-0.2,3.4,3.1,0.8"
"317,Nerlens Noel\noelne01,C,22,PHI,29,564,20.8,.634,.006,.360,9.0,19.1,14.0,9.2,3.6,3.7,12.5,17.9,,1.1,1.1,2.2,.188,,0.3,3.7,4.0,0.9"
"317,Nerlens Noel\noelne01,C-F,22,DAL,1,30,8.6,.461,.000,.500,14.9,24.6,19.5,0.0,1.7,3.0,23.5,20.1,,0.0,0.0,0.0,-0.006,,-10.0,-2.9,-12.9,-0.1"
"318,Lucas Nogueira\noguelu01,C,24,TOR,49,1048,15.8,.701,.060,.444,8.5,16.6,12.5,5.2,2.3,7.2,19.6,9.5,,1.8,1.7,3.5,.162,,0.3,5.3,5.6,2.0"
"319,Steve Novak\novakst01,PF,33,MIL,8,22,1.3,.357,.857,.000,0.0,15.4,7.8,0.0,0.0,0.0,0.0,14.3,,0.0,0.0,0.0,-0.076,,-6.5,-6.9,-13.4,-0.1"
"320,Dirk Nowitzki\nowitdi01,PF,38,DAL,32,837,17.2,.516,.314,.173,2.0,26.6,13.7,11.0,1.5,2.6,6.1,25.8,,0.3,1.2,1.5,.086,,-1.6,0.7,-0.9,0.2"
"321,Jusuf Nurkic\nurkiju01,C,22,TOT,47,863,15.4,.523,.000,.371,12.1,23.9,18.0,11.4,1.8,3.4,19.5,22.3,,-0.2,0.9,0.7,.038,,-3.0,1.1,-1.8,0.0"
"321,Jusuf Nurkic\nurkiju01,C,22,DEN,45,807,14.9,.515,.000,.379,12.3,23.7,17.9,10.9,1.5,3.4,19.1,22.4,,-0.2,0.7,0.5,.029,,-3.1,0.8,-2.4,-0.1"
"321,Jusuf Nurkic\nurkiju01,C,22,POR,2,56,23.2,.666,.000,.235,9.7,28.0,18.7,17.5,5.3,4.4,27.2,20.2,,0.1,0.1,0.2,.160,,-0.6,6.0,5.4,0.1"
"322,Johnny O'Bryant\obryajo01,PF,23,DEN,7,46,14.5,.597,.200,.267,11.9,14.7,13.3,6.3,0.0,1.7,15.2,18.1,,0.1,0.0,0.1,.094,,-0.7,-3.2,-3.9,0.0"
"323,Kyle O'Quinn\oquinky01,PF,26,NYK,57,883,21.0,.555,.030,.188,14.4,24.5,19.4,12.8,1.6,7.0,14.3,18.7,,1.5,1.3,2.8,.152,,-0.1,3.5,3.4,1.2"
"324,Daniel Ochefu\ochefda01,C,23,WAS,13,47,4.3,.441,.000,.133,4.9,30.8,18.0,6.1,1.1,0.0,15.9,17.6,,-0.1,0.1,0.0,-0.017,,-8.3,-1.4,-9.6,-0.1"
"325,Jahlil Okafor\okafoja01,C,21,PHI,40,925,15.4,.542,.000,.358,8.1,15.0,11.5,8.3,0.7,3.6,11.6,23.2,,0.5,0.9,1.4,.072,,-2.9,0.0,-2.8,-0.2"
"326,Victor Oladipo\oladivi01,SG,24,OKC,48,1616,14.0,.537,.387,.167,1.9,12.4,7.2,12.0,1.8,0.8,9.5,21.0,,1.5,1.7,3.2,.094,,-0.2,-0.8,-1.0,0.4"
"327,Kelly Olynyk\olynyke01,C,25,BOS,51,1093,15.7,.615,.413,.239,4.8,20.5,12.7,14.3,1.5,1.5,14.2,18.5,,1.7,1.2,2.9,.129,,0.7,0.3,1.0,0.8"
"328,Arinze Onuaku\onuakar01,C,29,ORL,8,28,5.8,.500,.000,.000,7.7,16.1,11.8,10.0,0.0,2.9,33.3,9.5,,0.0,0.0,0.0,.000,,-6.5,0.9,-5.6,0.0"
"329,Chinanu Onuaku\onuakch01,C,20,HOU,2,10,37.3,1.042,.000,1.000,11.1,22.1,16.6,15.7,4.8,0.0,0.0,12.3,,0.1,0.0,0.1,.525,,10.7,2.1,12.8,0.0"
"330,Kelly Oubre\oubreke01,SF,21,WAS,54,1114,8.6,.514,.466,.216,4.0,14.1,9.1,4.0,1.8,0.7,9.2,14.1,,0.4,1.2,1.6,.067,,-1.9,-0.4,-2.3,-0.1"
"331,Zaza Pachulia\pachuza01,C,32,GSW,46,864,16.0,.596,.000,.479,13.1,21.5,17.6,13.5,2.4,2.1,20.1,14.3,,1.7,1.7,3.3,.185,,0.1,3.4,3.5,1.2"
"332,Georgios Papagiannis\papagge01,C,19,SAC,5,23,10.2,.750,.000,.000,5.1,20.2,12.6,0.0,0.0,4.1,20.0,9.8,,0.0,0.0,0.0,.076,,-5.3,-2.9,-8.1,0.0"
"333,Jabari Parker\parkeja01,PF,21,MIL,51,1728,19.0,.563,.219,.268,5.4,15.2,10.4,14.0,1.5,1.1,9.2,26.1,,2.8,1.2,4.1,.114,,1.7,-1.5,0.2,1.0"
"334,Tony Parker\parketo01,PG,34,SAS,44,1152,13.9,.523,.113,.197,0.9,7.0,4.0,28.2,1.0,0.1,11.5,20.1,,1.5,1.1,2.6,.108,,-0.6,-2.0,-2.6,-0.2"
"335,Chandler Parsons\parsoch01,SF,28,MEM,28,542,8.8,.447,.409,.188,0.6,13.6,6.9,13.3,1.6,0.7,7.8,18.2,,-0.2,0.6,0.4,.036,,-3.2,-0.3,-3.5,-0.2"
"336,Lamar Patterson\pattela01,SG,25,ATL,5,40,-1.9,.276,.400,.200,2.8,16.3,9.6,21.0,1.2,0.0,19.7,22.3,,-0.2,0.0,-0.2,-0.181,,-9.9,-1.3,-11.2,-0.1"
"337,Patrick Patterson\pattepa01,PF,27,TOR,41,1107,10.7,.529,.662,.163,4.9,17.5,11.1,7.2,1.4,1.3,9.3,12.5,,1.1,1.0,2.1,.090,,0.6,0.5,1.0,0.9"
"338,Chris Paul\paulch01,PG,31,LAC,37,1145,26.8,.609,.393,.360,2.6,16.1,9.5,49.4,3.6,0.4,14.5,24.1,,4.8,1.7,6.5,.274,,8.0,1.6,9.5,3.3"
"339,Adreian Payne\paynead01,PF,25,MIN,12,92,14.3,.526,.256,.385,7.5,17.9,12.6,6.9,2.8,3.8,13.3,25.3,,0.0,0.1,0.2,.079,,-2.4,-0.4,-2.9,0.0"
"340,Cameron Payne\payneca01,PG,22,TOT,21,332,6.3,.416,.414,.030,0.7,9.9,5.3,18.3,1.5,1.2,12.4,19.7,,-0.4,0.3,-0.1,-0.015,,-4.8,-2.0,-6.8,-0.4"
"340,Cameron Payne\payneca01,PG,22,OKC,20,320,6.1,.402,.400,.031,0.7,9.9,5.3,18.4,1.5,1.2,11.4,19.8,,-0.4,0.3,-0.1,-0.017,,-5.0,-1.9,-6.9,-0.4"
"340,Cameron Payne\payneca01,G,22,CHI,1,12,12.5,1.000,1.000,.000,0.0,9.2,4.5,13.3,0.0,0.0,40.0,18.1,,0.0,0.0,0.0,.038,,1.0,-4.4,-3.4,0.0"
"341,Elfrid Payton\paytoel01,PG,22,ORL,60,1740,15.6,.507,.191,.225,3.1,11.7,7.3,32.1,1.9,1.3,14.4,21.9,,0.9,1.5,2.5,.068,,-0.1,0.0,-0.1,0.8"
"342,Paul Pierce\piercpa01,SF,39,LAC,13,153,4.6,.529,.659,.244,0.0,12.7,6.5,1.8,1.0,1.6,15.0,15.5,,-0.1,0.1,0.0,.007,,-3.8,-1.4,-5.2,-0.1"
"343,Marshall Plumlee\plumlma02,C,24,NYK,8,65,8.6,.678,.000,1.500,13.1,14.8,14.0,7.9,0.8,2.5,37.6,7.0,,0.1,0.0,0.1,.069,,-2.0,0.7,-1.3,0.0"
"344,Mason Plumlee\plumlma01,C,26,TOT,57,1595,18.7,.556,.013,.523,8.5,23.3,15.8,21.6,1.6,3.3,14.2,18.1,,2.9,1.7,4.6,.138,,0.3,2.7,2.9,2.0"
"344,Mason Plumlee\plumlma01,C,26,POR,54,1516,18.8,.552,.011,.507,8.6,23.1,15.8,21.6,1.6,3.4,14.1,18.2,,2.7,1.6,4.3,.137,,0.3,2.8,3.0,1.9"
"344,Mason Plumlee\plumlma01,C,26,DEN,3,79,18.4,.623,.053,.895,7.0,27.0,16.9,22.0,1.2,1.0,15.9,16.8,,0.2,0.1,0.3,.153,,0.8,0.3,1.1,0.1"
"345,Miles Plumlee\plumlmi01,C,28,TOT,37,377,8.7,.519,.000,.443,8.3,13.2,10.8,7.4,1.6,2.8,20.9,14.2,,-0.1,0.3,0.3,.036,,-4.2,0.5,-3.7,-0.2"
"345,Miles Plumlee\plumlmi01,C,28,MIL,32,310,8.0,.492,.000,.515,8.7,10.9,9.8,8.1,1.8,2.6,20.9,15.3,,-0.1,0.2,0.1,.017,,-4.3,0.2,-4.2,-0.2"
"345,Miles Plumlee\plumlmi01,C,28,CHO,5,67,11.9,.727,.000,.000,6.4,23.9,15.2,4.6,0.7,3.8,21.4,9.3,,0.1,0.1,0.2,.124,,-3.7,1.9,-1.8,0.0"
"346,Jakob Poeltl\poeltja01,C,21,TOR,32,345,10.1,.526,.000,.483,13.3,15.9,14.6,3.6,1.6,2.3,16.6,10.9,,0.3,0.4,0.7,.098,,-1.8,0.7,-1.1,0.1"
"347,Otto Porter\porteot01,SF,23,WAS,56,1899,17.9,.649,.442,.150,4.5,17.5,11.1,6.6,2.2,1.5,5.9,15.3,,4.9,2.5,7.4,.187,,3.2,1.1,4.3,3.0"
"348,Bobby Portis\portibo01,PF,21,CHI,41,507,13.7,.535,.235,.200,9.5,20.7,15.0,6.8,0.7,0.9,10.6,17.8,,0.5,0.5,1.0,.097,,-1.6,-1.5,-3.1,-0.1"
"349,Kristaps Porzingis\porzikr01,PF,21,NYK,50,1635,17.2,.549,.332,.256,5.4,17.6,11.5,6.4,1.1,4.8,9.7,24.0,,2.0,1.5,3.4,.101,,0.2,-0.2,0.0,0.8"
"350,Dwight Powell\poweldw01,C,25,DAL,57,1032,18.9,.591,.094,.372,8.5,19.7,13.8,6.8,2.8,2.9,5.8,15.7,,2.4,1.7,4.1,.191,,-0.1,2.9,2.7,1.2"
"351,Norman Powell\powelno01,SG,23,TOR,54,935,13.2,.546,.329,.280,2.0,11.2,6.6,8.9,2.1,1.0,10.8,19.3,,0.8,0.8,1.6,.083,,-0.7,-1.0,-1.6,0.1"
"352,Ronnie Price\pricero01,PG,33,PHO,2,7,18.8,1.500,1.000,.000,0.0,0.0,0.0,0.0,6.9,0.0,50.0,12.1,,0.0,0.0,0.0,.078,,4.2,1.1,5.3,0.0"
"353,Tim Quarterman\quartti01,SG,22,POR,13,44,19.4,.731,.462,.000,4.9,10.2,7.5,29.0,1.1,3.7,23.5,16.9,,0.1,0.0,0.1,.158,,2.0,-1.5,0.5,0.0"
"354,Chasson Randle\randlch01,PG,23,PHI,8,74,17.8,.671,.577,.462,0.0,7.4,3.7,13.3,2.0,1.1,8.8,20.1,,0.2,0.1,0.3,.202,,2.7,-2.6,0.1,0.0"
"355,Julius Randle\randlju01,PF,22,LAL,51,1441,15.6,.537,.047,.363,6.8,24.9,15.5,20.1,1.3,1.2,16.8,21.8,,1.0,1.1,2.1,.069,,-1.2,0.7,-0.5,0.6"
"356,Zach Randolph\randoza01,PF,35,MEM,51,1241,18.9,.495,.097,.193,11.2,27.8,19.3,13.4,1.1,0.6,8.2,28.8,,0.8,1.8,2.7,.103,,-1.1,-0.4,-1.5,0.2"
"357,J.J. Redick\redicjj01,SG,32,LAC,55,1560,14.0,.583,.533,.201,0.8,7.6,4.3,7.4,1.3,0.4,9.2,22.1,,1.9,1.0,2.9,.089,,1.6,-2.2,-0.6,0.6"
"358,Willie Reed\reedwi02,C,26,MIA,50,735,17.4,.582,.015,.296,13.6,22.2,17.9,3.6,0.8,3.7,8.4,15.1,,1.5,1.1,2.6,.170,,-1.4,0.7,-0.7,0.2"
"359,Josh Richardson\richajo01,SG,23,MIA,30,903,9.1,.475,.465,.107,1.8,10.0,5.9,13.5,1.4,1.2,11.2,18.4,,-0.3,0.9,0.6,.032,,-1.7,0.0,-1.7,0.1"
"360,Malachi Richardson\richama01,SG,21,SAC,22,198,9.6,.517,.412,.279,1.8,11.7,6.7,8.8,1.3,0.5,9.5,19.3,,0.0,0.1,0.1,.033,,-2.6,-3.1,-5.7,-0.2"
"361,Austin Rivers\riverau01,SG,24,LAC,56,1592,12.1,.550,.399,.252,1.1,6.8,4.0,16.0,1.3,0.5,12.0,20.2,,1.3,1.0,2.3,.070,,0.3,-1.6,-1.3,0.3"
"362,Andre Roberson\roberan03,SF,25,OKC,58,1774,9.3,.499,.415,.246,4.2,14.3,9.3,4.5,1.8,2.6,9.2,10.4,,0.5,2.3,2.8,.076,,-2.5,1.9,-0.6,0.6"
"363,Brian Roberts\roberbr01,PG,31,CHO,22,169,11.7,.522,.318,.545,1.9,10.1,6.0,25.0,0.6,0.0,15.5,17.0,,0.2,0.1,0.3,.077,,-2.7,-2.8,-5.5,-0.1"
"364,Glenn Robinson\robingl02,SF,23,IND,57,1242,10.9,.558,.352,.215,4.7,14.0,9.4,4.7,1.2,1.2,9.6,12.8,,1.0,0.9,1.9,.073,,-1.3,-0.4,-1.7,0.1"
"365,Thomas Robinson\robinth01,PF,25,LAL,34,374,16.3,.518,.000,.315,16.5,27.2,21.7,9.5,2.1,2.0,16.5,17.3,,0.3,0.4,0.7,.091,,-2.0,0.8,-1.2,0.1"
"366,Sergio Rodriguez\rodrise01,PG,30,PHI,53,1190,10.9,.481,.473,.049,1.4,10.4,5.9,35.8,1.7,0.3,20.2,19.9,,-0.6,0.9,0.4,.015,,-1.8,-1.9,-3.7,-0.5"
"367,Rajon Rondo\rondora01,PG,30,CHI,50,1314,11.9,.422,.218,.098,3.7,17.6,10.5,36.2,2.6,0.5,23.2,17.0,,-1.0,1.7,0.8,.027,,-2.4,1.4,-1.1,0.3"
"368,Derrick Rose\rosede01,PG,28,NYK,50,1612,16.2,.516,.071,.223,3.6,9.4,6.5,22.8,1.0,0.8,12.4,25.9,,1.3,0.4,1.7,.051,,-0.3,-2.2,-2.6,-0.2"
"369,Terrence Ross\rosste01,SF,25,TOT,56,1275,15.1,.558,.530,.104,1.4,11.8,6.5,5.9,2.3,1.4,6.0,19.8,,1.7,1.2,2.9,.110,,1.3,-1.1,0.1,0.7"
"369,Terrence Ross\rosste01,SF,25,TOR,54,1207,14.9,.558,.534,.104,1.3,11.8,6.5,5.8,2.2,1.4,6.2,19.7,,1.6,1.1,2.7,.109,,1.3,-1.2,0.1,0.7"
"369,Terrence Ross\rosste01,F-G,25,ORL,2,68,19.0,.555,.469,.094,3.2,11.6,7.3,7.6,3.7,1.2,2.9,22.4,,0.1,0.1,0.2,.139,,1.9,-0.7,1.2,0.1"
"370,Terry Rozier\roziete01,PG,22,BOS,53,958,10.5,.466,.407,.173,3.3,15.6,9.5,14.0,1.7,0.9,8.9,16.3,,0.1,0.9,1.0,.050,,-2.5,-0.2,-2.6,-0.2"
"371,Ricky Rubio\rubiori01,PG,26,MIN,53,1703,15.3,.531,.356,.460,3.3,10.6,6.9,36.7,2.8,0.3,22.6,15.2,,2.5,1.3,3.8,.108,,1.0,-0.7,0.2,1.0"
"372,Damjan Rudez\rudezda01,SF,30,ORL,36,270,7.4,.507,.771,.000,2.0,7.5,4.7,9.1,2.0,0.3,10.3,12.8,,0.0,0.2,0.2,.038,,-2.0,-1.3,-3.3,-0.1"
"373,Brandon Rush\rushbr01,SG,31,MIN,25,470,6.7,.477,.609,.109,2.0,10.0,5.9,5.1,1.4,2.0,11.9,10.3,,-0.1,0.2,0.2,.017,,-2.5,-0.1,-2.6,-0.1"
"374,D'Angelo Russell\russeda01,PG,20,LAL,43,1147,15.6,.508,.442,.225,2.2,13.5,7.6,29.1,2.3,0.9,15.8,27.1,,0.1,0.7,0.8,.034,,1.0,-1.3,-0.3,0.5"
"375,Domantas Sabonis\sabondo01,PF,20,OKC,58,1258,6.8,.475,.351,.095,3.0,15.9,9.5,7.1,1.2,1.6,15.0,14.9,,-0.8,1.4,0.5,.020,,-4.7,0.0,-4.6,-0.8"
"376,Dario Saric\saricda01,PF,22,PHI,58,1441,11.8,.498,.385,.205,6.3,21.1,13.7,12.3,1.2,0.9,14.9,23.0,,-1.0,1.5,0.6,.019,,-2.5,-0.3,-2.8,-0.3"
"377,Tomas Satoransky\satorto01,SG,25,WAS,39,553,8.9,.490,.248,.239,4.3,9.3,6.8,17.0,1.8,0.8,20.5,12.0,,0.1,0.5,0.6,.053,,-2.8,0.1,-2.6,-0.1"
"378,Dennis Schroder\schrode01,PG,23,ATL,57,1760,16.4,.536,.245,.230,1.8,8.6,5.2,35.7,1.2,0.4,15.7,27.3,,1.3,1.5,2.8,.077,,0.9,-2.0,-1.1,0.4"
"379,Luis Scola\scolalu01,PF,36,BRK,36,461,13.9,.550,.331,.245,11.8,19.9,15.9,12.7,1.4,0.7,16.9,18.6,,0.4,0.3,0.7,.074,,-0.8,-0.5,-1.3,0.1"
"380,Mike Scott\scottmi01,PF,28,ATL,18,195,6.2,.366,.466,.138,5.7,15.0,10.4,12.4,1.0,1.3,11.5,15.6,,-0.3,0.2,0.0,-0.012,,-5.0,-0.1,-5.1,-0.2"
"381,Thabo Sefolosha\sefolth01,SF,32,ATL,46,1177,12.5,.526,.274,.188,3.4,14.5,9.0,9.0,3.2,1.6,11.1,13.7,,0.5,2.0,2.5,.100,,-1.8,3.0,1.2,0.9"
"382,Kevin Seraphin\serapke01,PF,27,IND,35,418,13.4,.544,.014,.072,8.5,20.3,14.5,7.2,0.5,3.1,11.8,17.3,,0.3,0.4,0.6,.073,,-3.1,-0.3,-3.4,-0.1"
"383,Ramon Sessions\sessira01,PG,30,CHO,50,811,12.2,.495,.236,.449,1.6,8.2,4.9,24.4,1.5,0.3,12.7,19.8,,0.3,0.7,1.0,.061,,-2.4,-2.0,-4.4,-0.5"
"384,Iman Shumpert\shumpim01,SG,26,CLE,53,1343,10.1,.554,.580,.201,2.6,10.2,6.5,8.3,1.9,1.0,12.4,13.7,,1.0,1.2,2.1,.076,,-0.3,0.5,0.1,0.7"
"385,Pascal Siakam\siakapa01,PF,22,TOR,48,806,11.0,.522,.021,.171,8.2,15.2,11.6,2.7,1.4,4.5,13.4,12.8,,0.4,0.9,1.3,.077,,-2.9,1.5,-1.4,0.1"
"386,Jonathon Simmons\simmojo02,SG,27,SAS,53,952,10.8,.520,.231,.349,1.7,12.4,7.2,12.9,1.9,1.6,14.1,17.9,,0.2,1.5,1.6,.082,,-2.3,1.2,-1.2,0.2"
"387,Kyle Singler\singlky01,SF,28,OKC,27,282,4.5,.493,.473,.200,1.6,10.9,6.2,2.4,0.5,1.1,14.3,10.5,,-0.1,0.2,0.1,.016,,-5.4,-1.6,-7.1,-0.4"
"388,Marcus Smart\smartma01,PG,22,BOS,55,1710,12.2,.494,.435,.303,3.4,10.8,7.1,21.2,2.7,1.0,16.0,18.3,,0.4,1.8,2.2,.061,,-0.9,0.7,-0.2,0.8"
"389,Ish Smith\smithis01,PG,28,DET,57,1350,13.7,.476,.147,.147,1.1,11.9,6.4,31.7,1.5,1.4,13.9,19.2,,0.4,1.5,1.9,.069,,-1.6,0.4,-1.3,0.2"
"390,J.R. Smith\smithjr01,SG,31,CLE,21,607,7.8,.481,.750,.049,1.5,6.5,4.1,5.9,2.1,1.2,7.4,14.7,,0.0,0.5,0.5,.036,,-0.7,-0.1,-0.9,0.2"
"391,Jason Smith\smithja02,C,30,WAS,54,714,12.5,.572,.098,.167,8.5,18.7,13.7,3.7,1.0,4.5,15.4,16.8,,0.4,1.0,1.4,.091,,-3.3,0.6,-2.7,-0.1"
"392,Tony Snell\snellto01,SG,25,MIL,55,1570,9.4,.603,.678,.105,1.2,11.8,6.6,5.9,0.9,0.7,8.5,11.5,,1.5,0.6,2.2,.066,,0.3,-1.4,-1.0,0.4"
"393,Marreese Speights\speigma01,C,29,LAC,58,953,19.2,.593,.492,.297,7.7,23.2,15.7,8.7,1.0,2.5,9.0,24.4,,2.4,1.2,3.6,.181,,2.5,-0.9,1.6,0.9"
"394,Nik Stauskas\stausni01,SG,23,PHI,56,1507,9.3,.555,.560,.243,1.0,10.2,5.6,12.3,0.9,1.4,15.3,15.7,,0.3,1.0,1.4,.044,,-1.6,-0.5,-2.1,0.0"
"395,Lance Stephenson\stephla01,SG,26,TOT,10,211,9.7,.491,.153,.139,1.5,11.5,6.4,23.9,0.5,0.4,14.5,18.8,,0.0,0.1,0.1,.014,,-3.7,-2.5,-6.1,-0.2"
"395,Lance Stephenson\stephla01,SG,26,NOP,6,162,10.3,.496,.182,.145,1.9,9.8,5.8,28.3,0.6,0.5,15.8,19.0,,0.0,0.1,0.1,.025,,-3.0,-2.2,-5.2,-0.1"
"395,Lance Stephenson\stephla01,SG,26,MIN,4,49,7.5,.475,.059,.118,0.0,16.8,8.3,9.4,0.0,0.0,10.1,18.0,,0.0,0.0,0.0,-0.023,,-5.9,-3.5,-9.4,-0.1"
"396,Jarnell Stokes\stokeja01,PF,23,DEN,2,7,31.6,.798,.000,2.000,15.7,16.1,15.9,40.8,7.0,0.0,0.0,11.3,,0.1,0.0,0.1,.471,,11.8,3.5,15.3,0.0"
"397,Diamond Stone\stonedi01,C,19,LAC,7,24,-1.2,.339,.000,.308,4.7,22.5,13.8,0.0,0.0,3.4,11.9,31.1,,-0.1,0.0,-0.1,-0.207,,-17.0,-6.9,-23.9,-0.1"
"398,Rodney Stuckey\stuckro01,PG,30,IND,27,498,12.8,.541,.217,.506,1.1,11.9,6.6,16.2,1.2,0.0,14.1,23.0,,0.2,0.3,0.5,.047,,-2.1,-2.6,-4.7,-0.3"
"399,Jared Sullinger\sullija01,PF,24,TOR,11,118,5.6,.359,.375,.167,9.5,16.4,12.9,3.7,1.7,0.7,7.2,20.9,,-0.2,0.1,-0.1,-0.046,,-5.1,-2.9,-8.0,-0.2"
"400,Walter Tavares\tavarwa01,C,24,ATL,1,4,13.2,.532,.000,2.000,0.0,27.1,13.7,0.0,0.0,0.0,0.0,20.6,,0.0,0.0,0.0,-0.048,,-8.0,-7.1,-15.1,0.0"
"401,Jeff Teague\teaguje01,PG,28,IND,59,1919,19.4,.571,.252,.472,1.5,12.6,7.1,37.8,2.1,1.2,17.1,22.2,,3.9,1.8,5.6,.141,,2.3,-0.4,1.9,1.9"
"402,Mirza Teletovic\teletmi01,PF,31,MIL,46,751,9.3,.530,.742,.127,1.6,15.1,8.5,6.7,0.5,1.2,9.9,19.9,,0.0,0.3,0.4,.023,,-0.9,-3.6,-4.5,-0.5"
"403,Garrett Temple\templga01,SG,30,SAC,49,1301,11.2,.561,.515,.202,2.4,9.3,5.8,12.8,2.3,1.6,13.0,13.4,,1.1,1.0,2.0,.075,,-0.1,0.3,0.2,0.7"
"404,Jason Terry\terryja01,SG,39,MIL,48,824,8.4,.579,.736,.125,1.4,6.1,3.8,10.6,1.6,1.5,13.1,9.6,,0.7,0.4,1.1,.061,,-0.5,-1.1,-1.6,0.1"
"405,Isaiah Thomas\thomais02,PG,27,BOS,54,1865,27.2,.627,.425,.443,1.8,6.9,4.4,33.6,1.1,0.2,10.1,34.1,,8.7,0.8,9.5,.244,,9.4,-3.9,5.5,3.5"
"406,Lance Thomas\thomala01,PF,28,NYK,34,627,6.6,.490,.329,.161,3.1,9.6,6.3,4.6,1.2,0.5,9.9,13.1,,0.1,0.2,0.2,.018,,-2.9,-1.7,-4.6,-0.4"
"407,Hollis Thompson\thompho01,SG,25,TOT,33,590,8.5,.495,.452,.133,2.8,13.0,7.9,7.4,1.2,0.8,5.4,13.7,,0.2,0.5,0.6,.053,,-2.6,-0.6,-3.1,-0.2"
"407,Hollis Thompson\thompho01,SG,25,PHI,31,561,9.0,.510,.447,.126,2.9,13.3,8.1,7.1,1.2,0.9,5.1,13.7,,0.3,0.5,0.7,.063,,-2.2,-0.5,-2.8,-0.1"
"407,Hollis Thompson\thompho01,G-F,25,NOP,2,29,-2.2,.190,.571,.286,0.0,7.3,3.6,13.6,1.7,0.0,11.3,13.6,,-0.1,0.0,-0.1,-0.150,,-9.0,-1.5,-10.5,-0.1"
"408,Klay Thompson\thompkl01,SG,26,GSW,56,1906,17.1,.598,.458,.165,2.3,9.3,6.0,9.3,1.1,1.0,8.7,25.5,,2.9,2.0,4.9,.124,,2.2,-2.2,0.0,1.0"
"409,Tristan Thompson\thomptr01,C,25,CLE,57,1714,15.6,.588,.009,.505,14.2,21.3,17.9,4.3,0.9,3.1,10.0,11.3,,3.7,2.0,5.7,.161,,0.0,1.9,1.9,1.7"
"410,Marcus Thornton\thornma01,SG,29,WAS,33,575,10.4,.494,.381,.129,4.4,10.5,7.5,9.9,1.6,0.4,10.1,18.9,,0.1,0.5,0.6,.050,,-1.7,-1.5,-3.2,-0.2"
"411,Mike Tobey\tobeymi01,C,22,CHO,2,25,-0.1,.250,.000,.000,8.6,4.3,6.4,5.4,0.0,0.0,20.0,8.9,,0.0,0.0,0.0,-0.062,,-7.4,-1.1,-8.5,0.0"
"412,Anthony Tolliver\tollian01,PF,31,SAC,47,1093,11.1,.602,.667,.224,4.8,14.6,9.7,6.4,1.3,0.9,13.3,13.4,,1.1,0.6,1.8,.077,,0.1,-0.9,-0.8,0.3"
"413,Karl-Anthony Towns\townska01,C,21,MIN,59,2156,24.8,.599,.186,.296,11.2,27.6,19.3,14.3,0.9,3.3,11.9,27.5,,6.1,2.2,8.3,.186,,3.9,0.7,4.5,3.6"
"414,P.J. Tucker\tuckepj01,SF,31,TOT,58,1656,11.0,.520,.383,.232,6.2,17.6,11.7,6.2,2.6,0.7,11.6,11.4,,1.2,1.4,2.6,.076,,-0.6,1.6,1.0,1.3"
"414,P.J. Tucker\tuckepj01,SF,31,PHO,57,1627,10.8,.518,.385,.218,6.1,17.4,11.6,6.2,2.6,0.7,11.8,11.4,,1.1,1.3,2.5,.073,,-0.6,1.6,1.0,1.2"
"414,P.J. Tucker\tuckepj01,F,31,TOR,1,29,21.9,.589,.200,1.200,11.6,27.6,19.5,4.6,5.2,0.0,0.0,11.7,,0.1,0.1,0.2,.262,,1.8,2.0,3.8,0.0"
"415,Evan Turner\turneev01,SG,28,POR,50,1311,12.2,.504,.222,.184,2.2,14.0,8.0,19.5,1.6,1.1,14.2,18.8,,0.3,0.8,1.0,.037,,-2.0,-0.5,-2.5,-0.2"
"416,Myles Turner\turnemy01,C,20,IND,58,1798,19.3,.596,.146,.373,5.8,19.8,12.9,6.0,1.4,5.9,9.6,20.9,,3.2,2.5,5.7,.152,,-0.1,2.0,1.9,1.8"
"417,Beno Udrih\udrihbe01,PG,34,DET,30,420,15.3,.527,.187,.173,1.3,8.9,5.0,32.7,0.8,0.0,12.9,19.7,,0.6,0.3,0.9,.105,,-0.5,-2.6,-3.1,-0.1"
"418,Tyler Ulis\ulisty01,PG,21,PHO,37,337,10.3,.454,.145,.129,2.9,6.1,4.4,22.4,3.0,0.2,17.1,19.8,,-0.3,0.2,-0.1,-0.009,,-3.5,-1.7,-5.2,-0.3"
"419,Jonas Valanciunas\valanjo01,C,24,TOR,56,1499,19.4,.590,.000,.308,12.2,29.3,20.7,4.3,0.9,2.4,11.8,19.6,,3.3,1.9,5.2,.167,,-0.8,-0.6,-1.3,0.2"
